"LibN3etdemi";"N1";"LibN1";"N2";"LibN2";"N3";"LibN3";"N3etdemi";"N4";"LibN4";"IntituleInsee"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert immobilier (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert agricole (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Chimiste (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert forestier (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert immobilier (sauf cadre)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Géomètre (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Métreur du bâtiment (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert technique (sauf cadre)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Technicien géologue"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert en automobile (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert foncier (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert d'assurance (sauf automobile) (NON SAL/IND.)(0 A 9,ND)"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433a";"Techniciens médicaux";"Laborantin (santé)"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Prothésiste (dentaire...)"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Mécanicien orthopédiste"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433a";"Techniciens médicaux";"Radiologue (radiologie, radiographie) (non médecin)"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Orthopédiste"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Bottier orthopédiste"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433a";"Techniciens médicaux";"Technicien de biologie médicale"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Contactologue"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Technicien en prothèse (dentaire...)"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433a";"Techniciens médicaux";"Technicien de laboratoire (santé)"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433b";"Opticiens lunetiers et audioprothésistes (indépendants et salariés)";"Opticien lunetier"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Mécanicien dentiste"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433a";"Techniciens médicaux";"Manipulateur (électroradiologie médicale)"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Mécanicien en prothèse"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433d";"Préparateurs en pharmacie";"Préparateur en pharmacie"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Applicateur d'appareil orthopédique"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433b";"Opticiens lunetiers et audioprothésistes (indépendants et salariés)";"Audioprothésiste"
"Techniciens médicaux";4;"Professions Intermédiaires";41;"Professions intermédiaires de l'enseignement, de la santé, de la fonction publique et assimilés";43;"Professions intermédiaires de la santé et  du travail social";433;"433c";"Autres spécialistes de l'appareillage médical (indépendants et salariés)";"Technopédiste"
"Textile";6;"Ouvriers";61;"Ouvriers qualifiés";63;"Ouvriers qualifiés de type artisanal";635;"635a";"Tailleurs et couturières qualifiés, ouvriers qualifiés du travail des étoffes (sauf fabrication de vêtements), ouvriers qualifiés de type artisanal du travail du cuir";"Imprimeur sur tissu (sauf à la main) (OQ,QND)"
